,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,age
3583,Hyundai Xcent,550000,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,180.4,5,Hyundai,6
3584,Maruti Swift,280000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5,Maruti,10
3585,Ford Classic,350000,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,146.0,5,Ford,9
3586,Mahindra XUV500,1150000,42000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330.0,7,Mahindra,5
3587,Hyundai Grand,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,Hyundai,6
3588,Maruti Ciaz,810000,80000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130.0,5,Maruti,5
3589,Hyundai i20,290000,90000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,11.4,5,Hyundai,11
3590,Chevrolet Beat,180000,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,Chevrolet,10
3591,Maruti Eeco,160000,162000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,Maruti,12
3592,Tata Nano,66000,70000,Petrol,Individual,Manual,Third Owner,23.9,624,37.48,51.0,4,Tata,5
3593,Maruti Wagon,369000,20000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,Maruti,7
3594,Tata New,300000,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,320.0,7,Tata,10
3595,Mahindra Bolero,350000,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,Mahindra,14
3596,Hyundai i10,220000,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80.0,11.4,5,Hyundai,14
3597,Chevrolet Tavera,160000,220000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,19.0,10,Chevrolet,17
3598,Maruti Swift,221000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,Maruti,13
3599,Tata Zest,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,Tata,5
3600,Toyota Camry,250000,120000,Petrol,Individual,Manual,Second Owner,13.4,2362,164.7,224.0,5,Toyota,18
3601,Mahindra Bolero,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63.0,180.0,7,Mahindra,11
3602,Maruti Eeco,190000,110000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,Maruti,10
3603,Renault KWID,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,5
3604,Hyundai i20,750000,27000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,5
3605,Maruti Swift,650000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,6
3606,Honda Amaze,635000,40000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,109.0,5,Honda,4
3607,Hyundai Verna,520000,88000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,Hyundai,9
3608,Mahindra Scorpio,1500000,50000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,320.0,7,Mahindra,2
3609,Hyundai Verna,415000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,Hyundai,10
3610,Hyundai Elite,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,219.66,5,Hyundai,3
3611,Maruti Swift,484999,26000,Petrol,Individual,Manual,Second Owner,21.21,1197,81.8,113.0,5,Maruti,5
3612,Ford Fiesta,120000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388,68.0,16.3,5,Ford,15
3613,Hyundai EON,220000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,8
3614,Hyundai i10,320000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.7,5,Hyundai,8
3615,Maruti Swift,375000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5,Maruti,11
3616,Hyundai Verna,440000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,Hyundai,10
3617,Hyundai Grand,550000,15000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75,5,Hyundai,3
3618,Maruti Swift,640000,35000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190.0,5,Maruti,5
3619,Toyota Etios,420000,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5,Toyota,8
3620,Hyundai Grand,330000,63000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,160.0,5,Hyundai,6
3621,Volkswagen Ameo,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5,Volkswagen,3
3622,Maruti Wagon,240000,64500,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,11
3623,Mahindra KUV,360000,100000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,190.0,6,Mahindra,6
3624,Hyundai Verna,750000,40000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9,5,Hyundai,5
3625,Hyundai i20,570000,15000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5,Hyundai,5
3626,Toyota Etios,450000,25000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5,Toyota,7
3627,Maruti Ritz,270000,82000,Petrol,Individual,Manual,Third Owner,18.5,1197,85.8,114.0,5,Maruti,6
3628,Maruti Ertiga,459999,87000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,Maruti,10
3629,Maruti Alto,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5,Maruti,7
3630,Renault Duster,320000,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,248.0,5,Renault,10
3631,Tata Manza,149000,148000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200.0,5,Tata,11
3632,Mahindra Scorpio,1500000,40000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,320.0,7,Mahindra,4
3633,Hyundai Accent,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,124.6,5,Hyundai,11
3634,Hyundai Santro,185000,70000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,96.1,5,Hyundai,10
3635,Maruti 800,65000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,Maruti,14
3636,Tata Indigo,130000,120000,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,13.5,5,Tata,12
3637,Ford Fiesta,330000,60000,Diesel,Individual,Manual,First Owner,17.8,1399,67.0,160.0,5,Ford,10
3638,Tata Manza,190000,90000,Diesel,Dealer,Manual,First Owner,18.8,1248,90.0,200.0,5,Tata,11
3639,Maruti Swift,501000,68000,Diesel,Dealer,Manual,First Owner,22.9,1248,74.0,190.0,5,Maruti,8
3640,Honda Amaze,600000,24500,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,200.0,5,Honda,5
3641,Mahindra XUV500,570000,77000,Diesel,Dealer,Manual,Second Owner,15.1,2179,140.0,330.0,7,Mahindra,10
3642,Honda Amaze,450000,85000,Diesel,Dealer,Manual,First Owner,25.8,1498,98.6,200.0,5,Honda,7
3643,Toyota Etios,285000,45500,Petrol,Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,Toyota,11
3644,Maruti Swift,490000,67000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190.0,5,Maruti,8
3645,Maruti Swift,500000,77000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190.0,5,Maruti,8
3646,Hyundai EON,275000,47000,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,6
3647,Tata Tiago,440000,57000,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48,113.0,5,Tata,5
3648,Hyundai i20,825000,71500,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,4
3649,Toyota Etios,411000,110000,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04,170.0,5,Toyota,10
3650,Maruti Swift,470000,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248,74.0,190.0,5,Maruti,9
3651,Maruti Swift,445000,70000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,190.0,5,Maruti,9
3652,Maruti Baleno,752000,28000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,5
3653,Skoda Rapid,650000,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498,103.52,250.0,5,Skoda,6
3654,Maruti Swift,450000,67000,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.0,190.0,5,Maruti,9
3655,Honda City,350000,93500,Petrol,Dealer,Manual,Third Owner,17.0,1497,118.0,146.0,5,Honda,11
3656,Maruti Swift,511000,8500,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5,Maruti,10
3657,Maruti Baleno,700000,80000,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,6
3658,Toyota Innova,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7,Toyota,6
3659,Ford Figo,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5,Ford,4
3660,Ford Fiesta,142000,97000,Petrol,Individual,Manual,First Owner,16.6,1388,68.0,16.3,5,Ford,15
3661,Tata New,725000,90000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,320.0,7,Tata,10
3662,Hyundai i20,630000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,5
3663,Hyundai i20,480000,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,7
3664,Maruti Alto,330000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,Maruti,6
3665,Maruti Gypsy,500000,20000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,103.0,8,Maruti,5
3666,Volkswagen Polo,300000,60300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,180.0,5,Volkswagen,10
3667,Tata Zest,400000,35000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,200.0,5,Tata,7
3668,Tata Safari,320000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7,Tata,11
3669,Hyundai i10,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,Hyundai,14
3670,Maruti Baleno,530000,58000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,6
3671,Mahindra Bolero,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,Mahindra,7
3672,Maruti Ertiga,780000,66000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,200.0,7,Maruti,5
3673,Honda City,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,Honda,6
3674,Chevrolet Beat,175000,56315,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,Chevrolet,9
3675,Mahindra Bolero,735000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,Mahindra,5
3676,Toyota Etios,325000,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,170.0,5,Toyota,9
3677,Chevrolet Tavera,225000,100000,Diesel,Individual,Manual,First Owner,14.8,2499,80.0,19.0,10,Chevrolet,16
3678,Tata Zest,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,200.0,5,Tata,7
3679,Maruti Wagon,110000,120000,LPG,Individual,Manual,Third Owner,17.3,1061,57.5,7.8,5,Maruti,16
3680,Maruti Zen,85000,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998,67.1,90.0,5,Maruti,15
3681,Toyota Corolla,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794,125.0,16.1,5,Toyota,16
3682,Maruti Swift,225000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,Maruti,13
3683,Tata Indica,111000,100000,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,190.0,5,Tata,12
3684,Maruti Wagon,150000,70000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,84.0,5,Maruti,15
3685,Hyundai EON,300000,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,5
3686,Mahindra Scorpio,630000,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280.0,7,Mahindra,7
3687,Hyundai i10,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,Hyundai,11
3688,Maruti Wagon,70000,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5,Maruti,16
3689,Hyundai Grand,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75,5,Hyundai,3
3690,Maruti Wagon,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,17
3691,Maruti Swift,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5,Maruti,6
3692,Hyundai i10,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,111.7,5,Hyundai,12
3693,Renault KWID,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
3694,Ford EcoSport,500000,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,140.0,5,Ford,9
3695,Hyundai Grand,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,7
3696,Toyota Innova,850000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,Toyota,10
3697,Maruti Swift,570000,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,8
3698,Maruti Swift,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,5
3699,Honda Brio,355000,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5,Honda,9
3700,Maruti Swift,690000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,6
3701,Ford Fiesta,180000,114321,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,16.3,5,Ford,16
3702,Tata Indica,200000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4,5,Tata,9
3703,Mahindra Scorpio,575000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,8,Mahindra,10
3704,Toyota Etios,415000,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,170.0,5,Toyota,8
3705,Hyundai i10,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,99.04,5,Hyundai,10
3706,Hyundai EON,350000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,5
3707,Toyota Platinum,632000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170.0,5,Toyota,5
3708,Maruti Eeco,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85.0,5,Maruti,8
3709,Hyundai Elantra,511000,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,177.5,5,Hyundai,9
3710,Honda City,300000,100000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,146.0,5,Honda,12
3711,Maruti Wagon,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5,Maruti,17
3712,Hyundai i10,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04,5,Hyundai,14
3713,Jaguar XE,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5,Jaguar,5
3714,Lexus ES,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,Lexus,3
3715,Jaguar XF,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,Jaguar,5
3716,Tata Safari,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,Tata,7
3717,Volvo XC40,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5,Volvo,3
3718,Toyota Camry,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,Toyota,6
3719,Maruti Wagon,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,Maruti,9
3720,Maruti Baleno,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,4
3721,Honda Jazz,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,Honda,6
3722,Toyota Innova,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,9
3723,Maruti Swift,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,3
3724,Toyota Etios,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,Toyota,5
3725,Maruti Swift,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
3726,Hyundai Grand,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,5
3727,BMW X4,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
3728,BMW X4,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
3729,Honda Amaze,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,Honda,3
3730,Skoda Rapid,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,Skoda,6
3731,Volvo V40,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,Volvo,4
3732,Hyundai i20,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,5
3733,Maruti Ertiga,450000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200.0,7,Maruti,8
3734,Hyundai Sonata,550000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,250.0,5,Hyundai,10
3735,Maruti Wagon,420000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77.0,5,Maruti,5
3736,Toyota Etios,509999,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,170.0,5,Toyota,6
3737,Toyota Innova,905000,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7,Toyota,7
3738,Maruti Alto,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,11
3739,Toyota Innova,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,Toyota,16
3740,Maruti Ritz,300000,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,114.0,5,Maruti,7
3741,Maruti Swift,225000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,Maruti,12
3742,Toyota Innova,860000,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,8,Toyota,7
3743,Renault Duster,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,200.0,5,Renault,10
3744,Maruti Swift,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,114.0,5,Maruti,13
3745,Honda Amaze,350000,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,200.0,5,Honda,9
3746,Chevrolet Spark,75000,120000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3,5,Chevrolet,12
3747,Maruti Vitara,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200.0,5,Maruti,3
3748,Maruti Alto,250000,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5,Maruti,8
3749,Hyundai Verna,700000,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,219.7,5,Hyundai,5
3750,Maruti Swift,399000,70000,Diesel,Individual,Manual,Third Owner,25.2,1248,74.0,190.0,5,Maruti,8
3751,Maruti Ritz,320000,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,Maruti,6
3752,Toyota Fortuner,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,360.0,7,Toyota,7
3753,Skoda Octavia,1100000,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141.0,320.0,5,Skoda,8
3754,Toyota Innova,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,Toyota,11
3755,Toyota Innova,750000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,Toyota,12
3756,Mahindra Bolero,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,Mahindra,4
3757,Maruti Ciaz,750000,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,Maruti,5
3758,Nissan Micra,560000,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104.0,5,Nissan,5
3759,Tata Tiago,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,Tata,5
3760,Maruti Swift,459999,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,Maruti,9
3761,Maruti Zen,235000,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,90.0,5,Maruti,9
3762,Hyundai Santro,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,96.1,5,Hyundai,13
3763,Hyundai Santro,140000,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,9.8,5,Hyundai,15
3764,Hyundai i20,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,8
3765,Hyundai EON,190000,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,10
3766,Hyundai EON,380000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,4
3767,Ford EcoSport,1145000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,Ford,3
3768,Tata Zest,540000,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,Tata,5
3769,Toyota Innova,800000,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7,Toyota,11
3770,Maruti Wagon,150000,100000,Petrol,Individual,Manual,Second Owner,14.0,1061,64.0,8.6,5,Maruti,16
3771,Maruti 800,55000,70000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,27
3772,Mahindra XUV500,919999,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,Mahindra,7
3773,Maruti Alto,135000,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,13
3774,Tata Tiago,340000,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,5
3775,Toyota Innova,525000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,Toyota,12
3776,Maruti Celerio,411000,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90.0,5,Maruti,6
3777,Maruti Wagon,150000,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,Maruti,12
3778,Honda Jazz,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110.0,5,Honda,7
3779,Hyundai i20,595000,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,5
3780,Hyundai Xcent,525000,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,114.0,5,Hyundai,5
3781,Maruti Ritz,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,113.0,5,Maruti,10
3782,Ford Figo,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,Ford,10
3783,Hyundai i20,415000,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,10
3784,Mahindra XUV500,925000,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330.0,7,Mahindra,6
3785,Maruti Ertiga,750000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130.0,7,Maruti,6
3786,Hyundai Verna,1150000,49000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87,5,Hyundai,4
3787,Datsun GO,260000,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,104.0,7,Datsun,7
3788,Maruti Alto,260000,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,60.0,4,Maruti,5
3789,Maruti Swift,347000,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,Maruti,11
3790,Hyundai EON,195000,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,9
3791,Fiat Punto,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,96.0,5,Fiat,6
3792,Maruti Wagon,320000,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,77.0,5,Maruti,6
3793,Hyundai i20,590000,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,6
3794,Toyota Innova,650000,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,Toyota,10
3795,Mahindra Scorpio,509999,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200.0,9,Mahindra,9
3796,Maruti Swift,350000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,Maruti,11
3797,Tata Nexon,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,Tata,4
3798,Tata Indigo,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5,Tata,12
3799,Maruti Zen,58000,170000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,78.0,5,Maruti,19
3800,Mahindra Verito,200000,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,160.0,5,Mahindra,11
3801,Tata Indica,240000,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,190.0,5,Tata,8
3802,Honda Amaze,515000,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5,Honda,5
3803,Maruti Alto,145000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,14
3804,Maruti Wagon,450000,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,Maruti,6
3805,Maruti A-Star,179000,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,90.0,5,Maruti,12
3806,Hyundai Verna,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,14.9,5,Hyundai,15
3807,Tata Zest,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,Tata,2
3808,Ford Fiesta,190000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399,67.0,160.0,5,Ford,13
3809,Chevrolet Beat,200000,40000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,142.5,5,Chevrolet,7
3810,Ford EcoSport,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150.0,5,Ford,4
3811,Volkswagen Polo,270000,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,110.0,5,Volkswagen,11
3812,Hyundai EON,335000,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,6
